title,link,published,description
Monster pickup trucks accelerate into Europe as sales rise despite safety fears,https://www.theguardian.com/world/2024/oct/12/monster-pickup-trucks-accelerate-europe-sales-rise-safety-fears,"Sat, 12 Oct 2024 05:00:15 GMT","<p>A Dodge Ram 1500 is bigger than a Panzer I tank and campaigners say heavy trucks are ‘lethal’ in collisions</p><p>The engines rev, the guitars thrum and a gruff narrator lays out why the vehicle occupying the driveway is more than just a machine. “A truck is a tool,” he says, “but a Ram – a Ram is life.”</p><p>So begins an <a href=""https://www.youtube.com/watch?v=wtZva3TMoH0"">advert</a> for the Ram 1500, a pickup truck slightly bigger than the Panzer I tanks of Nazi Germany and almost as heavy. It is growing in popularity in Europe, with the number of Rams arriving on the continent up 20% in 2023 from the year before, according to registration data from the European Environment Agency. Road safety and environmental campaigners in the UK and Europe are aghast as the latest, most extreme cases of North American car bloat – giant pickup trucks – are increasingly crossing the Atlantic.</p> <a href=""https://www.theguardian.com/world/2024/oct/12/monster-pickup-trucks-accelerate-europe-sales-rise-safety-fears"">Continue reading...</a>"
"Alexei Navalny believed he would die in prison, memoir reveals",https://www.theguardian.com/world/2024/oct/12/alexei-navalny-die-prison-memoir,"Sat, 12 Oct 2024 13:38:28 GMT","<p>In secret journal, Putin’s fiercest critic writes: ‘If your convictions mean something, you must be prepared to stand up for them’ </p><p>The late Russian opposition leader Alexei Navalny believed he would die in prison, excerpts from his memoir reveal.</p><p>Navalny was the most prominent foe of the Russian president, Vladimir Putin, and relentlessly campaigned against official corruption in Russia. <a href=""https://www.theguardian.com/world/2024/feb/23/the-last-days-of-alexei-navalny-russia-prison"">He died in a remote Arctic prison</a> in February while serving a 19-year sentence on several charges, including running an extremist group, which he said were politically motivated.</p> <a href=""https://www.theguardian.com/world/2024/oct/12/alexei-navalny-die-prison-memoir"">Continue reading...</a>"
Donald Trump to speak at Hispanic event as Kamala Harris releases medical report – live,https://www.theguardian.com/us-news/live/2024/oct/12/election-donald-trump-kamala-harris-politics-live-updates,"Sat, 12 Oct 2024 15:19:01 GMT","<p>The Republican and Democratic presidential candidates are campaigning with election day just over three weeks away</p><p><strong>Tim Walz is trading the campaign trail for the prairies of Sleepy Eye, Minnesota this morning as he kicks off pheasant hunting season there.</strong></p><p>The vice-presidential nominee and Minnesota governor has dramatically shifted his stance on gun rights over the years – going from garnering an A rating from the NRA to straight Fs as his children asked him to back gun violence protections in the wake of several campus mass shootings.</p> <a href=""https://www.theguardian.com/us-news/live/2024/oct/12/election-donald-trump-kamala-harris-politics-live-updates"">Continue reading...</a>"
Enrico Berlinguer: the 1970s communist hero inspiring Italy’s youth – and the far right,https://www.theguardian.com/world/2024/oct/12/enrico-berlinguer-communism-hero-italy-youth-far-right-film,"Sat, 12 Oct 2024 15:06:53 GMT","<p>Italian PM Giorgia Meloni among those admiring Berlinguer as new film and exhibitions celebrate his role as a unifier</p><p>Enrico Berlinguer was a giant of the Italian left in the 1970s and 80s, coming close to leading the Communist party into government through a “historic compromise” with the country’s Christian Democrats, and championing “Eurocommunism”, a liberal, anti-Stalinist version of Marxism that briefly swept the continent.</p><p>But his death 40 years ago, and the collapse of Europe’s communist parties in the late 1980s, eclipsed Berlinguer’s legacy, and Italy has since moved across the political spectrum, <a href=""https://www.theguardian.com/world/2024/sep/19/shapeshifter-who-is-the-real-giorgia-meloni-italy-prime-minister"">electing the far-right Giorgia Meloni</a> as prime minister in 2022.</p> <a href=""https://www.theguardian.com/world/2024/oct/12/enrico-berlinguer-communism-hero-italy-youth-far-right-film"">Continue reading...</a>"
International arrest warrant issued for former Wallabies star Rocky Elsom,https://www.theguardian.com/australia-news/2024/oct/12/international-arrest-warrant-issued-for-former-wallabies-star-rocky-elsom-ntwnfb,"Sat, 12 Oct 2024 00:36:53 GMT","<p>Ex-Australia rugby captain has been sentenced in his absence to five years in prison by a French court for misuse of corporate assets, lawyer says</p><ul><li>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></li></ul><p>An international arrest warrant has been issued against the former Australia rugby captain Rocky Elsom who was sentenced in his absence to five years in prison by a French court for misuse of corporate assets, a lawyer in the case told AFP.</p><p>Charges were brought after Elsom’s spell as president of French club Narbonne between 2015 and 2016.</p> <a href=""https://www.theguardian.com/australia-news/2024/oct/12/international-arrest-warrant-issued-for-former-wallabies-star-rocky-elsom-ntwnfb"">Continue reading...</a>"
I Will Return: play brings to life stories of Ukrainian children taken by Russia,https://www.theguardian.com/world/2024/oct/12/i-will-return-play-brings-to-life-stories-of-ukrainian-children-taken-by-russia,"Sat, 12 Oct 2024 09:00:22 GMT","<p>Journalist Oksana Grytsenko’s play based on interviews with teenagers is imbued with the dark humour of a nation living with tragedy</p><p>In a small, underground theatre in central Kyiv, an audience is watching – at times with perfectly still attention, at times with roars of laughter – a story that is so raw and painful that it is hard to believe it has already found its way on to the stage.</p><p>I Will Return, by the playwright Oksana Grytsenko, is a drama about three children from Ukraine who find themselves stranded, unable to return home, in a summer camp in illegally occupied Crimea.</p> <a href=""https://www.theguardian.com/world/2024/oct/12/i-will-return-play-brings-to-life-stories-of-ukrainian-children-taken-by-russia"">Continue reading...</a>"
Trump intensifies nativist message with sweeping proposal to deport immigrants,https://www.theguardian.com/us-news/2024/oct/11/trump-aurora-colorado-migrant-crackdown,"Fri, 11 Oct 2024 22:58:40 GMT","<p>Republican nominee holds rally in Aurora, Colorado, and exploits swirl of local rumors to push anti-immigrant plan</p><p>Donald Trump intensified his politics of nativism and xenophobia on Friday by announcing a sweeping plan to deport Venezuelans he claimed have “infected” a once-peaceful city in Colorado.</p><p>The Republican presidential nominee held <a href=""https://www.c-span.org/video/?539063-1/president-trump-campaigns-aurora-colorado"">a campaign rally in Aurora</a> on a stage adorned with posters displaying mugshots of people in prison-orange uniforms with descriptions including “illegal immigrant gang members from Venezuela”.</p> <a href=""https://www.theguardian.com/us-news/2024/oct/11/trump-aurora-colorado-migrant-crackdown"">Continue reading...</a>"
‘I feel hope’: chance of release dawns for Menéndez brothers in 35-year-old case,https://www.theguardian.com/us-news/2024/oct/12/menendez-brothers-renewed-interest,"Sat, 12 Oct 2024 13:00:27 GMT","<p>Renewed interest in the 1989 case of two men convicted of killing their parents leads the LA district attorney to consider new evidence</p><p>When the Los Angeles district attorney announced last week his office would review new evidence in the Menéndez case, it marked the first time in decades that the brothers had any hope of a release.</p><p>Erik and Lyle Menéndez have been in prison since their 1996 conviction in the killings of their parents, José and Kitty, in 1989. The fatal shooting of a prominent entertainment executive and his wife in Beverly Hills, at the hands of their own children, captured international attention three decades ago – their first trial was televised by Court TV – and has reached a new generation thanks to social media and numerous TV dramas and documentaries.</p> <a href=""https://www.theguardian.com/us-news/2024/oct/12/menendez-brothers-renewed-interest"">Continue reading...</a>"
‘Toxic mushrooms’ send 11 children and adults to hospital in Pennsylvania,https://www.theguardian.com/us-news/2024/oct/12/toxic-mushrooms-pennsylvania,"Sat, 12 Oct 2024 13:19:19 GMT","<p>Sickened people in stable condition, sheriff says, after emergency services report ‘mass casualty’ situation</p><p>Eleven children and adults were transported to a hospital on Friday night in <a href=""https://www.theguardian.com/us-news/pennsylvania"">Pennsylvania</a> after eating and being sickened by “toxic mushrooms”, authorities said.</p><p>Emergency medical personnel responded to a report around 9.30pm of 11 people becoming ill after ingesting the mushrooms in Peach Bottom Township, the Delta-Cardiff volunteer company station 57 said in <a href=""https://www.facebook.com/DCVFC57/posts/pfbid0hS5DTVdGFnUaqixc9nTmqjADFQKhzTCefqS6rEo7NVm1VcYUBUuxXEmdzpG1kqhCl"">a social media post</a>.</p> <a href=""https://www.theguardian.com/us-news/2024/oct/12/toxic-mushrooms-pennsylvania"">Continue reading...</a>"
Insurance is failing hurricane survivors: ‘People thought they were covered’,https://www.theguardian.com/us-news/2024/oct/12/flood-insurance-hurricane-milton-helene,"Sat, 12 Oct 2024 10:00:24 GMT","<p>Flooding is separate from typical US home insurance and many homeowners are not adequately covered</p><p>As millions of US residents begin working to file insurance claims on their homes in the aftermath of Hurricanes Helene and Milton, many could be denied, particularly if their homes were damaged by flooding.</p><p>A quirk in the US home insurance market is that flood insurance is separate from typical home insurance, which usually covers wind damage from hurricanes but not flooding. Homeowners must purchase flood insurance separately if they want their homes protected against flooding.</p> <a href=""https://www.theguardian.com/us-news/2024/oct/12/flood-insurance-hurricane-milton-helene"">Continue reading...</a>"
